"conversion_id","campaign_id","order_id","conversion_value","attribution_model"
"CONV8F2AD8C33625","CAMP5161F9398E90","ORD2B3114318406","2612.94","Last Click"
"CONV8F3AC9DC6B6B","CAMP214115BC17AC","ORDEC0ABE34EC8C","2896.06","First Click"
"CONV8F3ED2F9495F","CAMP496090BE4CD7","ORD2FA90BEE3FEA","1438.55","First Click"
"CONV8F3F8F9037A5","CAMP2F181D04F566","ORDD91C6490148D","3751.05","Last Click"
"CONV8F41FFC239E7","CAMPAD007F03D819","ORD00C50166C961","3754.09","First Click"
"CONV8F441155DAD7","CAMP6FBC017E8D05","ORDC86F418923B9","3793.30","First Click"
"CONV8F45EE648AF5","CAMP5F48C648195B","ORD3E1D809150B7","4229.83","Linear"
"CONV8F48D1DA711A","CAMP04A60E73B566","ORD59CBCD74DCFA","4747.57","Last Click"
"CONV8F5B64B37DC0","CAMPE2FF841D8741","ORD70E4211AB2A1","4383.17","Linear"
"CONV8F5E0BD25883","CAMP9B839860D0C2","ORDAF6648A51441","4321.25","Last Click"
"CONV8F63A3893F09","CAMPBB12DBB9E4FA","ORD492C4CD57D57","3607.58","Last Click"
"CONV8F6C9C5464DA","CAMP448A28DA8A81","ORD24E1D711DED3","4336.76","Last Click"
"CONV8F7A4B146C55","CAMP4150C68256A4","ORDA51E20B8A056","2264.52","First Click"
"CONV8F7E9E2DF728","CAMPB302FB54F9B4","ORDDB3A58885EE4","3637.79","Linear"
"CONV8F8141613F1C","CAMP6BD91ADD21ED","ORD741FE33E0DF8","2846.90","Linear"
"CONV8F825B9C1672","CAMP8CA4BE34D296","ORD560A5252415B","1469.96","Linear"
"CONV8F84E819DFD7","CAMP487A17BBD6D2","ORDF2E3657711D9","1165.50","Linear"
"CONV8F88E0E61A94","CAMP6B07B801A82B","ORD973C770A6204","4186.28","Last Click"
"CONV8F88EFD67830","CAMPDD7AB7C84816","ORD6711E1DA392E","3667.31","Last Click"
"CONV8F8D906AFF31","CAMPB0BCD8AC6C5D","ORD38DE3739B8E2","3503.22","First Click"
"CONV8F95ECC97FA8","CAMP678BE234BF67","ORD69A6DA5FBB61","2468.00","First Click"
"CONV8FAF2D5C3DC4","CAMP68D13DD1BA69","ORD173AC1CC5ECE","3062.78","Linear"
"CONV8FBE3D9D0CFA","CAMP1DD867518178","ORD5D0EF47B4DD5","1320.95","Linear"
"CONV8FD2036E8D77","CAMP7FF24BAA5A81","ORDCA3B37CEF519","4567.71","Linear"
"CONV8FDBAB7548C8","CAMP4B4CC25B499A","ORD8BBA3874EB5F","4620.99","Last Click"
"CONV8FDBDF95A58C","CAMP5AA88B571A2A","ORD8549FC1FAC78","3075.68","Last Click"
"CONV8FDEC2D40F8D","CAMP214115BC17AC","ORD09C29064400F","1777.97","Linear"
"CONV8FE5A1A2EEBB","CAMP772215B92403","ORD9B0A9C30753E","1114.48","First Click"
"CONV8FEAC54F1991","CAMPA10683DBA3BD","ORD4141A38B2367","4186.07","Last Click"
"CONV8FF28ACE273B","CAMP3962B0221EA0","ORDD6A2908F25C5","2292.41","First Click"
"CONV8FF3FF7CB692","CAMPA48700B11560","ORDB839E1269AC9","2711.07","Linear"
"CONV8FF5FE7B0B9E","CAMP05A14236610A","ORD9EF9101FD66F","1295.52","First Click"
"CONV8FFCF9D72E57","CAMP4E5D791F4C34","ORD21E07BA95336","3258.78","Linear"
"CONV8FFD91273C0E","CAMP448A28DA8A81","ORD0C9B07E59A11","2526.29","Linear"
"CONV900EC14C96A3","CAMPE2E5837832DD","ORD9A6F334F43A5","1471.38","Linear"
"CONV9016E2E5E6B5","CAMPF1C4A023A399","ORDC0B0DBA25680","4189.91","Linear"
"CONV90249559A5CD","CAMP98F9E8149EBC","ORDF61FB12BF497","1777.79","First Click"
"CONV902690F26E6D","CAMP441FF0EA4F5E","ORDF748B55142E2","3454.44","Linear"
"CONV902FB10BF468","CAMP7DCFA06FBB54","ORD6EEE31F61916","4219.70","First Click"
"CONV9033DB22EE57","CAMP797302B7BB9A","ORD6FE22B1638F6","2150.71","First Click"
"CONV903402653576","CAMP1BAE7BEC53C5","ORDDE75F5D90F95","1104.59","Last Click"
"CONV903BC1EB3F29","CAMPE96315087A94","ORD1C526AD77F90","2891.91","First Click"
"CONV90411E2D9343","CAMPD76C70F2367A","ORD7835EB519B2C","2610.91","First Click"
"CONV9042E70E90A2","CAMP2B191DC99304","ORDDDA8F8E817E6","1241.34","First Click"
"CONV904B3DD3A027","CAMP077D3A0EEF51","ORDEA4F1159B357","1526.42","Linear"
"CONV9053298225A0","CAMP08854B66EE84","ORDE0F96E08B032","2808.05","Last Click"
"CONV9053523E4E35","CAMPD28C19B633DD","ORDD4463890A729","3568.23","Linear"
"CONV905A1FDB7A16","CAMP91F0A42242B1","ORD3BA587DBF6DF","4175.17","First Click"
"CONV905BE3A75123","CAMP214115BC17AC","ORDBF89C42CF0B7","1220.78","Linear"
"CONV9069C4B6D242","CAMPF5F6A566540D","ORDC0499CEFCAB8","4441.18","Last Click"
"CONV9071623CCCCF","CAMP84BE361078EF","ORDD923723DD0E8","1543.50","Linear"
"CONV9073801845DD","CAMP98418BD1DC03","ORD2082506596ED","3963.50","First Click"
"CONV907469AD2995","CAMPDC53427FF1C2","ORDA33A78F1E635","2199.91","Last Click"
"CONV9081C5F38B88","CAMP5B08A377D722","ORD7142C159471D","4739.67","Last Click"
"CONV909BC7954BF0","CAMPCC91619F24EA","ORD44751880D710","1198.13","Linear"
"CONV909F685FFA22","CAMP4B058FB2DC89","ORDC1390CC74633","2810.88","First Click"
"CONV90A3AB2323EE","CAMP7B37E3BFCBD6","ORD875C1C574803","3401.25","Linear"
"CONV90AE2CBF78A4","CAMP4B4CC25B499A","ORDD2EBD4F121CB","1595.60","Last Click"
"CONV90B380ED7E8A","CAMPBB8086F422E3","ORDBC57A7C6FBF4","3879.96","First Click"
"CONV90C93C795904","CAMP3DD17FCE9B48","ORD1571465FFF46","1962.61","First Click"
"CONV90D29F4F3B60","CAMP08AB7BDE8797","ORD3B3E73A0B161","1786.86","First Click"
"CONV90E718102EB9","CAMPEEC4D13E4F97","ORDE32A5D3C3742","3544.81","Last Click"
"CONV90ED2C8AEDFD","CAMPDF7009D501AB","ORD88DBA9DAB236","4276.09","Last Click"
"CONV90F54CB8C7BF","CAMP515F56B5F0E5","ORDCF5B7D2D1DBF","2921.48","Last Click"
"CONV90F568982B9C","CAMP7292F0FE1275","ORDBD0E47B5E027","2480.04","Last Click"
"CONV90F94C2CE4F1","CAMPE985D34B4515","ORD7E376CB98C76","2242.63","Last Click"
"CONV90FFCACA820D","CAMP6FBC017E8D05","ORD0A4012DB2F24","1344.79","First Click"
"CONV91097D8AB115","CAMP9A871CB43616","ORD22FE07092810","2386.11","Linear"
"CONV910CD7319961","CAMP3962B0221EA0","ORD0CE09F5CFA98","4717.55","Linear"
"CONV9110C3CA1817","CAMP577EAB2ACB41","ORDDEF7DC2CF3D8","3416.54","First Click"
"CONV91159E63F496","CAMP18A976001511","ORDDBADF6E86E5D","1838.76","Last Click"
"CONV91191FD29541","CAMPE0A5BA7BB46B","ORD446DA5AD31E8","2848.09","Linear"
"CONV911A014CC2FC","CAMP9A871CB43616","ORD33D926D300E7","4729.37","First Click"
"CONV91282A884A13","CAMP8674DA486FC3","ORDA67E85D06A44","1875.06","Linear"
"CONV9128C60C81AE","CAMP77817F3837AE","ORDD16CCE1AEF7D","2671.55","Last Click"
"CONV912BAFF346AF","CAMPDC4FD49637B0","ORD810A2F127F46","1450.45","First Click"
"CONV912F83AA474B","CAMP4DC8BB866B94","ORD6732C2791024","1445.20","First Click"
"CONV913E24AB8BB3","CAMP609D1846262D","ORDB17437FC58F7","2477.97","Linear"
"CONV915045971891","CAMP468F289190E2","ORD904D32CE54C6","2926.29","First Click"
"CONV915792BBB3A4","CAMP5D469D368DB7","ORDEEFE4C2097DD","4222.31","Last Click"
"CONV91584EC0EE1F","CAMPCE72FCC57114","ORD6AEC95357EA1","3527.70","Last Click"
"CONV915B8F8D2164","CAMP5B08A377D722","ORDC4D958B045E9","2955.47","First Click"
"CONV91641BEB4F86","CAMP070D86B19879","ORDCB073D15ABDE","1222.51","Linear"
"CONV916740B43E05","CAMP1BAE7BEC53C5","ORD2B7599A03ED9","1149.42","First Click"
"CONV916CDDBF56C6","CAMPFDD59D759618","ORD006AEC41DAA7","3717.06","First Click"
"CONV916DD40101FA","CAMP24F4471B32C5","ORD2FE8AD33BA67","4954.77","Linear"
"CONV917C8CE16134","CAMP577EAB2ACB41","ORD0DA3371A25A2","4005.29","Linear"
"CONV917CE09F8EB3","CAMPD754847C82FA","ORD43D3F6A1B1E5","1597.96","First Click"
"CONV918489879B9B","CAMP5E1C3B45D97E","ORDA1410A80D14C","4113.36","Last Click"
"CONV918EBDDA9FCC","CAMP3C5A86ABF287","ORD4E2C82789C8C","2869.37","Linear"
"CONV919E87C7058F","CAMP22554CC446F6","ORDF0C715F156FE","2831.21","First Click"
"CONV91A377E33E7E","CAMP7795E6591E60","ORDF5B54809AB38","3488.11","Last Click"
"CONV91AA8E5835C7","CAMPE7528640B53B","ORD2265B50DE524","2865.72","First Click"
"CONV91AB98049534","CAMP91F0A42242B1","ORDA47FE5253FEB","4350.82","Last Click"
"CONV91AD78B4CBED","CAMP71382B56EEBE","ORD2C466E1F2083","4685.68","Last Click"
"CONV91BA68C0873F","CAMP515F56B5F0E5","ORD1749BA3017F2","4781.87","Last Click"
"CONV91BAA980AF83","CAMPE2E5837832DD","ORDAAB2243335F9","1106.73","First Click"
"CONV91C099642B62","CAMP69F54771C8D5","ORD19CF9E80453A","1711.66","Last Click"
"CONV91C295D7BB72","CAMPAA501B8C8E36","ORD8CC04C86876B","2647.61","Linear"
"CONV91D102E5D477","CAMP4F708B86E434","ORD748E88C36DB6","2902.78","First Click"
"CONV91D6F45A81F3","CAMP6F7910B650FD","ORDB30273FE4A51","3727.85","Linear"
"CONV91D743125FEC","CAMP725C50210C3E","ORD5B5E28072116","1857.39","First Click"
"CONV91DB0200938C","CAMPC85209DCA90D","ORD5943C44552F0","4124.72","Linear"
"CONV91DD525FF5F8","CAMP1E128BFD0D44","ORD803D7D300B1A","3953.95","Linear"
"CONV91DF50584C36","CAMP6BD91ADD21ED","ORDB07C31520210","4777.72","Last Click"
"CONV91E63F5F769A","CAMP7837F98956F4","ORD45F129EDDD7B","4184.33","Last Click"
"CONV91EA5A02575B","CAMP997A751CC848","ORD5A20822E7A02","3411.54","First Click"
"CONV91EACB461F62","CAMPB0CA3A76BA7D","ORD733B587D65D7","4087.49","First Click"
"CONV91EB62855DA7","CAMP5A946173394B","ORDEF4D810FC288","3457.23","Linear"
"CONV91EF4DCA6602","CAMPD28C19B633DD","ORDA2AA7BE470F6","4471.80","First Click"
"CONV91F6F4D09ECE","CAMPA60EC318C1C4","ORD216A0F2B52AA","1365.44","Last Click"
"CONV91F77CB0FF3A","CAMP96E7DBCCAF11","ORDB136D28FA0DE","3976.28","Linear"
"CONV920FF66851F7","CAMP99EE544A8507","ORD85BE2A2CE7EF","2273.22","Linear"
"CONV921400A20F9C","CAMP51842F925093","ORD286174ABE4F8","1724.09","Linear"
"CONV92157D0C7D0F","CAMP8085D96A5FC1","ORDEC12B98C7762","4325.89","First Click"
"CONV92168863F637","CAMP60333CBA2824","ORDFEC84C9D4EE3","4248.68","Last Click"
"CONV921864F05C74","CAMP672666035EDD","ORD6DC7166B9967","4926.87","Last Click"
"CONV921FBA922BB0","CAMP34E0C02BC897","ORDFB615068E949","1852.77","Linear"
"CONV92231CC1D9A5","CAMP83FF394D2422","ORD40742E348388","3504.00","Linear"
"CONV9223D4F53658","CAMPAC820BA6D515","ORDA327B575D397","1553.34","Last Click"
"CONV92337E334024","CAMP228C2B974212","ORD521EF2E8C813","3763.09","Last Click"
"CONV92359E538756","CAMP228C2B974212","ORD97E2E2FCA699","1975.57","Last Click"
"CONV9236602D5670","CAMPE1401CEC5EF4","ORD7334775F260C","2402.36","Last Click"
"CONV923A1492ECF3","CAMP3F61277FBFC1","ORDD11122E7B8E3","4423.64","First Click"
"CONV923A9EC73823","CAMP855D3DDAA7E1","ORDBB36748C7858","1095.71","First Click"
"CONV923DCA6C80DB","CAMP1FEC49774146","ORDA109CCD8661F","1426.59","Linear"
"CONV924A1F6851B5","CAMPE9A3AEEE55E7","ORDCCA0306B0167","3094.60","First Click"
"CONV924E0B24277E","CAMPB14C6156C36B","ORDAD9C59586605","3878.83","Last Click"
"CONV9250381252DD","CAMP2FA3274C20DA","ORD851AAD3D6009","2474.27","First Click"
"CONV9251BB077780","CAMP02A75A185DF6","ORDA160B3097BB3","1734.69","Last Click"
"CONV925653938567","CAMP24101BD474C3","ORD5240C713641F","3800.85","First Click"
"CONV925B207F68A4","CAMP18A1277D7D0B","ORD64433A644897","2142.21","Last Click"
"CONV926714404FFC","CAMPD108148DF57F","ORDB1095AA278BA","2257.08","Last Click"
"CONV926BFCCE00F2","CAMP0AC866C6F79D","ORD98B01AF81FB5","2539.74","First Click"
"CONV926F0214FFC7","CAMP34E0C02BC897","ORD30B37BDB94CC","4544.32","Linear"
"CONV9270FECFCB66","CAMP7C07C0913C51","ORDE7797D49E5E5","3038.30","First Click"
"CONV9271EC7E594C","CAMP5D25EDCF36EF","ORD6E3C228C4B71","1263.89","Linear"
"CONV9283DD4D88A5","CAMP080D98A6B520","ORDC98E2FF62DD0","2665.44","Last Click"
"CONV92961A37AC89","CAMP9619CAAC96F0","ORDDF1F0A6EF225","3184.20","Last Click"
"CONV929A2BBC6C3B","CAMP577EAB2ACB41","ORD372153A3A3FB","1594.96","Last Click"
"CONV929E2762602D","CAMPEC453873E301","ORDEF99B2CF1FF2","1261.55","Last Click"
"CONV92A3239DD249","CAMP6274B38CA426","ORDC5ED60D100F4","1826.31","Linear"
"CONV92A845F7A96D","CAMP5A946173394B","ORD42FDD48F9A84","1686.59","First Click"
"CONV92B59005464B","CAMP5F12653C2638","ORD6034F922A6B0","3974.52","First Click"
"CONV92BEBA6EE1CB","CAMPB2BEB104DD07","ORDBEE6201A6C9F","3170.36","First Click"
"CONV92C353F39718","CAMP455DCB25EC4D","ORD35211A3F3E34","3983.67","Last Click"
"CONV92D5E289DBAB","CAMP515F56B5F0E5","ORDBB7B5E2DE617","3193.25","Last Click"
"CONV92D835A60D69","CAMP9AEEF904B859","ORDC866DDC1CCD3","4656.33","Last Click"
"CONV92DB9CB0DF89","CAMPE98E262182C1","ORD07221768F83C","3184.30","First Click"
"CONV92E22225305E","CAMP2EBC6CFA8511","ORDD386563EA130","1600.78","First Click"
"CONV92E6D224CA26","CAMPBB12DBB9E4FA","ORD52CC3E05C2A3","2273.33","Linear"
"CONV92F485AC8B2D","CAMP63217B266CFE","ORDFE65994A4CD4","3943.91","Last Click"
"CONV92F8F71124F8","CAMP9320B95B1A07","ORDC2BF740370A8","1663.13","Last Click"
"CONV93048FF4E6E1","CAMPDE0A8D899F14","ORD699731972BD5","3386.42","First Click"
"CONV930C79EFAFF0","CAMPB261922F8B63","ORD8EAE25617D89","4175.07","Last Click"
"CONV930E542A4712","CAMP7FB9035F5422","ORD5BBFD3A586C5","3573.21","First Click"
"CONV9316B87B30D1","CAMP92379BF849F9","ORDC91EA10905A3","1274.17","Linear"
"CONV931D1960EDE7","CAMPE057E26D0094","ORD7ADE3BC41210","4919.23","Last Click"
"CONV931E413C1F5C","CAMP2CDFB494CF82","ORD2051D67A2527","4707.78","Linear"
"CONV9322E229230B","CAMPB0668DCAF316","ORD58520EDF1B6C","1591.92","Last Click"
"CONV9323347AA3A5","CAMP336EDAC90042","ORD5B351BA200A9","2553.09","Last Click"
"CONV932612AAEC40","CAMP494D65D9F587","ORD4BD7EBA2A8AA","1206.81","Last Click"
"CONV932DADFD8A21","CAMPE829EEF5E2A7","ORDD7B11AB6BFFA","3323.68","Linear"
"CONV932E2495D3D6","CAMP02A75A185DF6","ORDFB47F8383136","2075.38","Last Click"
"CONV933315BEC181","CAMP625994E75D4E","ORD4EEE9EC6C4FF","4729.13","Linear"
"CONV934F604B6A95","CAMP6B07B801A82B","ORD40685788D774","1198.66","First Click"
"CONV934F6376B897","CAMPFDD59D759618","ORDB1FE8FDE3BEA","3815.88","Last Click"
"CONV9353B8EC7C3E","CAMP63217B266CFE","ORD35F1C7C33517","3716.55","First Click"
"CONV93562DF51726","CAMPC9FCF231715A","ORD1EFBB280231F","1778.71","First Click"
"CONV935694603403","CAMPCBC840DD6950","ORD3E231C543459","3516.91","Linear"
"CONV9365037629E4","CAMP693885259C75","ORDEEAC7A849174","3642.65","Linear"
"CONV93715CBEE453","CAMP2D1BC56E239E","ORD7345907634F3","2630.32","Last Click"
"CONV93751CE80309","CAMP1BAE7BEC53C5","ORDE1F31972C0D9","2563.59","Last Click"
"CONV93773AC94170","CAMP06E0C1E07AFD","ORD93B7E02777BF","3279.01","Linear"
"CONV937772163E74","CAMPA884E13ED92E","ORDF8CA51284D66","1348.23","Last Click"
"CONV937830D9DD0F","CAMP0D81F86B9E57","ORDE973E23FF5F7","2540.24","Last Click"
"CONV937C022F0A53","CAMP31B764DD387F","ORD19B2075457E5","1563.42","First Click"
"CONV937EEF0E4EEB","CAMP25BC3D385E45","ORDA79ACCC33606","3293.85","Last Click"
"CONV939580C1CBD2","CAMP2672A8C142FA","ORD5C776B0521C2","2470.18","First Click"
"CONV93A10A525DB6","CAMP48C448189EF0","ORD8658F4303B25","4658.96","First Click"
"CONV93A6B19FA0DA","CAMP228C2B974212","ORD0712A87D6F4F","2638.08","First Click"
"CONV93A7DA5A37A8","CAMP769B7411926F","ORDF883327FEB28","3816.20","Last Click"
"CONV93AB1BD34E6C","CAMP4DC8BB866B94","ORD91018AEFC70C","3795.47","Last Click"
"CONV93B765DA2C0D","CAMPB31A7F8A6217","ORD148F7A8EA5EE","3346.56","Last Click"
"CONV93B93A6E9E76","CAMP1E128BFD0D44","ORDA6C8C630C201","1434.79","First Click"
"CONV93BBF43AD9D3","CAMP2EBC6CFA8511","ORD523B26967EA3","3128.58","Last Click"
"CONV93C00F02C150","CAMP4788D537A23A","ORD436DAD46D367","3756.95","Last Click"
"CONV93C483D9380A","CAMP561A9651B040","ORD393DB2A139C5","3562.55","Linear"
"CONV93CA477F33FE","CAMP448A28DA8A81","ORDD3E61A795BB8","3892.73","First Click"
"CONV93CEB55D1635","CAMP9619CAAC96F0","ORD3AED9F4BFCCE","2344.67","Last Click"
"CONV93D59313BF91","CAMPF366008D5C46","ORD12AB41A3BAA2","4876.58","Last Click"
"CONV93E7CCCC64B7","CAMPC58C70167030","ORD9368DB0C4693","4682.04","Last Click"
"CONV93EBC573D1D1","CAMPA60EC318C1C4","ORD06D42A28C453","2697.57","First Click"
"CONV93F3D3181CE6","CAMP9045C00E3781","ORD8C6C8025480B","3912.93","Last Click"
"CONV93F7A234CE02","CAMP7FF24BAA5A81","ORDF5BC6779E68E","2449.13","Last Click"
"CONV93FD7D886FC5","CAMP94506F961DB5","ORD7307968F028A","2035.64","Linear"
"CONV941317635F46","CAMP23EE0602913C","ORD75D39F9EFA65","1260.84","Last Click"
"CONV94131D18C397","CAMP22A75CE93470","ORD57234A7313F6","2785.72","First Click"
"CONV942076E8F7A6","CAMP5B8834C640A6","ORDE2ABD3C32180","2180.78","Last Click"
"CONV944087B47618","CAMPE37EFEC5B8B7","ORD341F6B6854F3","2626.60","First Click"
"CONV9448D6BC5166","CAMP2DADFA292566","ORDEB595B209E8F","3903.50","Last Click"
"CONV9454759D4591","CAMP0F2BE6DF13F5","ORDABAD19C42207","1816.13","Last Click"
"CONV94605198F3BA","CAMP5F12653C2638","ORD853F6482034D","2550.11","Last Click"
"CONV946D911E53CB","CAMPDC53427FF1C2","ORD54CD736E6E7E","2498.43","First Click"
"CONV947831234438","CAMPE2ACDD08B790","ORDBB9B2D875945","2371.61","Last Click"
"CONV947B5A772570","CAMPAA501B8C8E36","ORD5667324371DC","3619.06","Linear"
"CONV947CF7D663A7","CAMP097F1BE9AE99","ORDA8DBF0E4F639","3584.71","Linear"
"CONV947FBF9E5E7C","CAMP48C448189EF0","ORD78877234D431","1772.25","First Click"
"CONV9483FB973B81","CAMP0D81F86B9E57","ORD295D565CC291","2499.59","First Click"
"CONV9487EFFD8373","CAMPF76C1B04E9CC","ORD18DE1CC99DB4","4325.68","Linear"
"CONV948F9FE45CC7","CAMPCC91619F24EA","ORDA4484A2A8A46","2355.02","Linear"
"CONV949A08CC5F3D","CAMPB302FB54F9B4","ORDC1405833C4EA","3679.41","Last Click"
"CONV94A0EAC148AD","CAMP2F181D04F566","ORDF3708C0A1790","3207.10","Linear"
"CONV94ABF3301C3C","CAMP02A75A185DF6","ORD85C605899F84","4011.20","Last Click"
"CONV94AED0DEFF1C","CAMP479BA669CD31","ORD4C6EAD900AC3","1493.49","Last Click"
"CONV94B03EF74105","CAMPDBFBB14D5365","ORDCBADF239D9F3","3876.90","Last Click"
"CONV94B56BF67670","CAMPCB8BC5B1B3CE","ORDB5E1B3B150E0","4991.13","First Click"
"CONV94BB1DA02903","CAMPAC268FC6EC39","ORD4CE21DDA43C1","4849.16","Linear"
"CONV94C2A56DC602","CAMPA1CA00ECEDE3","ORD18FC15DB6996","3858.02","First Click"
"CONV94CD4601599B","CAMP9E66928126E1","ORD3D13F3FF95F0","2044.51","Last Click"
"CONV94D0AD2184B5","CAMPB0CA3A76BA7D","ORD6D50AB3F6494","2189.42","Linear"
"CONV94D2814485F4","CAMPC1D06FD165A2","ORDFBB4F1D36272","4047.34","Linear"
"CONV94D2D7A62B02","CAMP5DD3486B3D8D","ORDD74F965336DB","1507.73","Linear"
"CONV94DAB3203B85","CAMPE6EB554ABCA4","ORD24AD4570DB25","2789.64","Last Click"
"CONV94DDDCACD18E","CAMP85987754758E","ORD1946D2CA4549","1635.55","First Click"
"CONV94DFC6366EC8","CAMP799F04065447","ORDA9F917220C56","4844.00","Last Click"
"CONV94EE7539DBE4","CAMP2EBC6CFA8511","ORD720005338246","3969.64","Last Click"
"CONV94F7CF736BA7","CAMP9557FC6FD59A","ORD9A30D7B3E07F","4284.63","First Click"
"CONV94F85237D8A2","CAMPB7CFDF4B1A64","ORDD40CA04962B9","3551.20","Linear"
"CONV94F86F43013E","CAMP5F48C648195B","ORDFAEC2AED2CB9","4856.91","First Click"
"CONV94FB3FAA9B3C","CAMP8CD33AA56D30","ORDAC0BF95123DD","3210.20","Last Click"
"CONV94FDCA0100D9","CAMPF7C48580BC30","ORD270C2BE1BACB","1489.74","Last Click"
"CONV95074626359C","CAMP1E9EB4AC3265","ORDA10B014B9B61","4585.56","Linear"
"CONV950B4C247700","CAMP9B839860D0C2","ORDF391FB4BD277","4985.97","Last Click"
"CONV951280E9B6A0","CAMP475658B15BA5","ORD493446553CA3","4915.30","Linear"
"CONV95189DEDCB4E","CAMP001F3C716B50","ORD5E57F1D7CBBA","2418.09","Last Click"
"CONV951F411E9A5A","CAMPE37EFEC5B8B7","ORD76D3E1DBDA10","3613.21","Last Click"
"CONV95292E62E5A8","CAMP52A006F7C080","ORD37A0EBAA0B9A","4949.06","Linear"
"CONV952D019E6531","CAMP1E9EB4AC3265","ORD7A4A3467BA52","1656.98","First Click"
"CONV952DC2CDEFBD","CAMP04A60E73B566","ORD5034F5ABE0BD","3033.61","Last Click"
"CONV9533DCEA5529","CAMPB83729CB3A75","ORD0734AEE6AD84","1232.45","Linear"
"CONV953461CE8CE9","CAMPBDF7B7F12F74","ORDCFC013611699","3806.57","First Click"
"CONV9534641EAF3B","CAMP02A75A185DF6","ORD4BAD26FDF7DA","4862.54","Last Click"
"CONV95351E57BAF0","CAMP8C80445776CB","ORD826FB21463CA","1627.70","First Click"
"CONV9538440CB34C","CAMP9BF320C7EAFA","ORDD73FCB7CAACE","2198.94","First Click"
"CONV953B00BC2FA7","CAMP9AEEF904B859","ORD53B466B4EFCE","2383.51","First Click"
"CONV953E9D4526C5","CAMPAD007F03D819","ORD6787A0759B91","3953.08","First Click"
"CONV954B4071E6DC","CAMP4788D537A23A","ORD874EF9B96847","4128.96","Last Click"
"CONV955A6A69C378","CAMPD53E0529FD4E","ORDC3BD6029E2B5","2220.33","Last Click"
"CONV955B4D544880","CAMPE2FF841D8741","ORD7B1633DCE47E","2595.96","Linear"
"CONV9560630AC406","CAMP487A17BBD6D2","ORD9781CE0FB9E2","3873.61","Last Click"
"CONV956064E36BCC","CAMPAF1B3FEF430A","ORDFFF447F3F740","2659.46","First Click"
"CONV956205452255","CAMPBEE32F460F0A","ORD954E26B7ED79","2794.21","Linear"
"CONV9569F90693D1","CAMP5876D4D66A33","ORD5CBDE9D4A15A","1091.64","Linear"
"CONV956DF4F8AECA","CAMPDE0A8D899F14","ORDC92F361C10DC","1038.55","Last Click"
"CONV9576E82E3DDA","CAMP9446C8315344","ORD58F012E8C5C5","3009.59","First Click"
"CONV95824C92475D","CAMPD0C196B71175","ORDBA964D57A292","1019.81","Last Click"
"CONV958413AE530E","CAMPF366008D5C46","ORD586A1D982FC8","2559.58","Linear"
"CONV958C46A9BD05","CAMP1DD867518178","ORD190735978D13","1077.02","Linear"
"CONV958D8AEE537B","CAMPF83FFE888AAD","ORD2D230CFA98D5","4272.37","First Click"
"CONV9594FEFD73B7","CAMP08854B66EE84","ORDE32A5D3C3742","3665.98","Linear"
"CONV95A21B764F23","CAMP232925316C44","ORD7D5E44B26B98","2676.38","Last Click"
"CONV95A3544951E6","CAMP02A75A185DF6","ORDE57EA89B9A0B","1219.83","Last Click"
"CONV95A4A6D47B0E","CAMP8C80445776CB","ORD32BB34208271","2389.60","First Click"
"CONV95A4CDE8E035","CAMPB261922F8B63","ORD64CACAAEE36E","2122.38","Last Click"
"CONV95AA76C3F905","CAMPE3D3C23475E0","ORD0893E66ED073","3240.00","First Click"
"CONV95B3126C6823","CAMP8E92E640CBB6","ORD63803BF06BBB","3254.77","First Click"
"CONV95B68D84AAB0","CAMP7B400C390BBB","ORDCEC1EDD55824","2473.69","Last Click"
"CONV95BB559449AE","CAMPB80E8F2D2CE1","ORD12529BC627A8","2877.04","First Click"
"CONV95C19F003E22","CAMPCD23D0E7D561","ORD9E0A5ADA4FFF","2843.20","Linear"
"CONV95CA6DE8635E","CAMP487A17BBD6D2","ORD7F9E7E13D04B","4051.17","Linear"
"CONV95CAE8AA79A0","CAMPB0CA3A76BA7D","ORD78B9CDDACE2E","4117.47","Last Click"
"CONV95E07297448C","CAMP22A66C491CAD","ORD75F0F16619DB","4199.41","Last Click"
"CONV95E938650578","CAMPE4D0D5935CEA","ORD8322F6AFF25C","1307.08","Linear"
"CONV95EE192CA733","CAMPF164BE71D73B","ORD666C704F6D48","2034.79","Linear"
"CONV95EEF550BA8E","CAMP5AF6B0C94C2F","ORD84A544B4C19B","4671.44","Last Click"
"CONV95F10E21AADF","CAMPF389428674F5","ORDF8D203EF0E6A","3399.54","First Click"
"CONV95F352426851","CAMPBEE32F460F0A","ORD2F6D4E40F365","1756.38","Last Click"
"CONV95F44BD2456A","CAMP2084B212494A","ORD9C760F14D295","4252.05","Linear"
"CONV95FDAF60D6AF","CAMP02B935B7C3F8","ORD98174FBE0E10","3837.39","First Click"
"CONV9604DF1B9D0D","CAMP991E2288AD26","ORD312C3B5D7770","1886.60","Last Click"
"CONV9607D054DCF2","CAMPFDAE80365B13","ORD0C73A62420E2","2649.54","Last Click"
"CONV9608BD15A20B","CAMPF146BC13593F","ORD4183B153CDA3","3758.17","Linear"
"CONV9611549A0401","CAMP3C834C898B86","ORDA50935B48349","1660.28","Last Click"
"CONV96161D74AC9E","CAMP1ED095B13B56","ORDE87D72266449","1174.35","Linear"
"CONV961BD8BD076D","CAMP6741F411E2D5","ORDE98E7D1DFFEA","1558.99","Last Click"
