"campaign_id","campaign_name","channel","budget","start_date","end_date","impressions","clicks","conversions","roas","cpa","ctr","ad_creative","influencer_id","target_audience","status"
"CAMP678BE234BF67","Organized full-range time-frame","Google Ads","87660.44","2025-08-27","2025-09-13",263462,18929,2455,"2.26","35.71","7.1847","Rerum mollitia suscipit inventore et. Ipsam quam natus nisi molestiae. Quia qui ratione.",NULL,"Female 28yo in Chennai","Active"
"CAMP67B35F193B82","Distributed optimizing Internet solution","TikTok","163674.59","2024-11-17","2025-02-02",32545,1583,279,"1.23","586.65","4.8640","Architecto saepe atque accusantium deserunt. Debitis aut animi mollitia odio.",NULL,"Male 19yo in Mumbai","Cancelled"
"CAMP67CDAF9D9CF7","Virtual zero-defect interface","Other","279528.31","2024-09-23","2025-02-25",346314,15860,2535,"4.00","110.27","4.5797","Facere impedit deleniti cumque sapiente placeat.",NULL,"Male 25yo in Pune","Cancelled"
"CAMP683C0B8C7F74","Self-enabling client-driven open architecture","TikTok","109364.17","2025-06-12","2025-07-27",632770,4393,580,"1.25","188.56","0.6942","Fugit illo aspernatur. Hic eius ea veritatis.
Nisi quos in soluta ad.",NULL,"Male 19yo in Bangalore","Active"
"CAMP6852779D22D5","Advanced explicit policy","Facebook","513228.78","2025-02-15","2025-06-03",221051,6729,316,"1.72","1624.14","3.0441","Consequuntur cumque culpa magni ad.",NULL,"Male 19yo in Mumbai","Active"
"CAMP68632A81C8F7","Right-sized grid-enabled neural-net","YouTube","989080.74","2025-01-24","2025-05-08",623182,33375,3731,"1.08","265.10","5.3556","Labore dolores quas praesentium.",NULL,"Male 27yo in Jaipur","Paused"
"CAMP68D13DD1BA69","Monitored global instruction set","Instagram","588349.69","2025-09-12","2025-09-16",915877,58501,11162,"2.89","52.71","6.3874","Saepe officiis ab et repellendus nostrum ut. Ratione quam ipsam velit ab perferendis libero unde.",NULL,"Male 20yo in Kolkata","Completed"
"CAMP69253B8CC3FA","Decentralized modular access","TikTok","604041.60","2025-03-26","2025-09-09",81034,5278,575,"4.62","1050.51","6.5133","Ullam nihil saepe unde eligendi libero. Quas quis dicta quisquam.",NULL,"Female 35yo in Ahmedabad","Paused"
"CAMP693885259C75","Function-based heuristic circuit","Facebook","729550.02","2025-01-16","2025-05-30",113945,9756,1287,"4.13","566.86","8.5620","Aliquam numquam suscipit rem corrupti sequi. Sit occaecati vitae nemo sequi enim eos.",NULL,"Female 33yo in Mumbai","Paused"
"CAMP69F54771C8D5","Fundamental multimedia framework","Instagram","827506.97","2025-05-26","2025-09-14",115204,5432,894,"1.92","925.62","4.7151","Officiis laboriosam dolorum nam ipsa quidem accusamus.",NULL,"Female 33yo in Mumbai","Cancelled"
"CAMP6A89D4D9AF0C","Extended high-level budgetary management","YouTube","877291.65","2025-03-02","2025-07-28",336569,8893,1621,"4.19","541.20","2.6423","Nam modi deleniti nulla eos esse. Libero cumque distinctio architecto voluptate laboriosam ex vel.","INFL74D6AE435F1A","Male 21yo in Kolkata","Paused"
"CAMP6B07B801A82B","Optimized human-resource database","Facebook","745788.70","2024-12-28","2025-09-02",66211,3958,720,"3.68","1035.82","5.9779","Debitis facilis explicabo voluptates magni ducimus. Magni sed in autem distinctio illo.",NULL,"Other 35yo in Pune","Active"
"CAMP6BD91ADD21ED","Polarized bi-directional protocol","Other","153682.19","2025-02-22","2025-05-19",534399,51327,8243,"3.47","18.64","9.6046","Autem inventore iusto esse corporis. Dolorum quaerat ea aperiam ipsam hic adipisci.",NULL,"Other 19yo in Hyderabad","Active"
"CAMP6C1F4D358311","Configurable 5thgeneration encoding","Google Ads","198607.01","2025-04-04","2025-04-21",859988,54855,4304,"4.90","46.14","6.3786","In temporibus quam inventore quos.",NULL,"Male 27yo in Pune","Active"
"CAMP6CA05CD782BC","Total grid-enabled orchestration","Instagram","861758.13","2025-05-25","2025-06-08",72764,5176,894,"2.48","963.94","7.1134","Corporis inventore similique. Vel at odit aut.",NULL,"Male 24yo in Ahmedabad","Completed"
"CAMP6D0D24773F65","Polarized analyzing attitude","Facebook","767619.26","2024-10-21","2025-01-30",738723,10180,1184,"3.34","648.33","1.3781","Enim eaque dolorum. Perspiciatis eligendi iste assumenda distinctio corporis.",NULL,"Other 18yo in Bangalore","Active"
"CAMP6DC23599E1A0","Focused mission-critical knowledge user","Facebook","331052.51","2024-12-27","2025-05-05",441661,31638,3692,"1.18","89.67","7.1634","Veritatis non eum omnis necessitatibus. Deserunt impedit perferendis enim tempore minima illo.",NULL,"Female 22yo in Kolkata","Paused"
"CAMP6E00278F7177","Automated tertiary time-frame","Instagram","845867.72","2024-11-07","2025-04-22",250604,1686,173,"4.83","4889.41","0.6728","Fuga excepturi earum facilis saepe. Asperiores consequuntur doloremque.","INFL443EB76764FE","Male 33yo in Bangalore","Active"
"CAMP6E1BA94FB22B","Monitored empowering structure","Facebook","162920.45","2025-02-03","2025-05-23",126114,4515,321,"4.28","507.54","3.5801","Rem veniam voluptas. Corporis facere rem.",NULL,"Female 22yo in Bangalore","Active"
"CAMP6F7910B650FD","Balanced web-enabled support","Facebook","253498.65","2024-09-27","2025-04-29",863552,40330,2406,"3.69","105.36","4.6702","Reprehenderit odit unde temporibus asperiores ab.",NULL,"Other 33yo in Delhi","Cancelled"
"CAMP6FBC017E8D05","Open-source exuding definition","Email","956096.17","2024-09-20","2025-06-02",412583,2868,191,"4.03","5005.74","0.6951","Nulla vitae nulla repellat perspiciatis.",NULL,"Male 20yo in Lucknow","Cancelled"
"CAMP6FE4436AA321","Networked modular complexity","Google Ads","405220.52","2025-02-09","2025-02-23",801211,31214,353,"1.45","1147.93","3.8959","Hic enim vitae dignissimos. Unde fugiat nostrum ullam. Ipsum sequi et cum.",NULL,"Female 33yo in Mumbai","Active"
"CAMP71382B56EEBE","Front-line 3rdgeneration moderator","Email","288704.91","2024-09-23","2024-10-06",733046,43429,1486,"2.87","194.28","5.9245","Dolores ducimus commodi ipsum doloremque excepturi. Cumque aliquid ipsa voluptatum.",NULL,"Other 23yo in Ahmedabad","Completed"
"CAMP716BB09F4C34","Programmable intermediate info-mediaries","Email","600932.47","2025-06-07","2025-09-08",883383,23854,2326,"3.53","258.35","2.7003","Cum rem odit nisi ab recusandae sapiente. Quasi amet quisquam impedit magni.",NULL,"Other 22yo in Pune","Completed"
"CAMP7231AE12D48C","Open-source clear-thinking ability","Other","519618.19","2025-04-23","2025-05-08",220327,21490,1522,"4.96","341.40","9.7537","Laboriosam dolore quam illum dolore. Magni veniam ullam ab vitae voluptatem possimus voluptas.",NULL,"Male 24yo in Hyderabad","Completed"
"CAMP724C1E6FB738","Business-focused solution-oriented software","Google Ads","652778.97","2024-10-17","2025-03-05",149499,1375,98,"1.46","6661.01","0.9197","Repudiandae esse deleniti repudiandae autem.",NULL,"Male 32yo in Delhi","Completed"
"CAMP725C50210C3E","Multi-tiered maximized utilization","Facebook","237374.99","2025-08-05","2025-09-16",438099,12878,744,"3.91","319.05","2.9395","Soluta quibusdam maxime numquam. Ipsum voluptas accusantium tenetur perferendis quia id.",NULL,"Male 28yo in Lucknow","Cancelled"
"CAMP7292F0FE1275","Organized holistic protocol","Google Ads","930581.21","2025-04-28","2025-07-16",664106,50897,3075,"1.27","302.63","7.6640","Eos atque quae laboriosam sequi occaecati dolore. Accusamus officia eveniet.",NULL,"Female 21yo in Ahmedabad","Paused"
"CAMP7301AF07D940","Progressive asymmetric data-warehouse","Google Ads","988404.61","2024-11-27","2024-12-16",726210,63944,11007,"4.77","89.80","8.8052","Laboriosam eius voluptatibus dolor sapiente iusto. Officia hic nisi ipsam nemo alias nesciunt.",NULL,"Female 28yo in Mumbai","Paused"
"CAMP7619D0708204","User-friendly directional synergy","Google Ads","477297.89","2025-01-18","2025-07-31",701833,67705,6679,"2.49","71.46","9.6469","Dolorem repellendus quaerat blanditiis corporis accusantium officia. Voluptatibus error molestiae.",NULL,"Male 25yo in Hyderabad","Paused"
"CAMP769B7411926F","Up-sized incremental function","TikTok","950626.80","2025-03-24","2025-07-24",883760,29515,5805,"2.22","163.76","3.3397","Iure veniam fugiat labore.",NULL,"Other 31yo in Ahmedabad","Completed"
"CAMP76D8CA6D81D7","Total maximized utilization","Email","677345.43","2025-09-09","2025-09-09",272019,24137,2471,"2.28","274.12","8.8733","Unde vitae accusamus perferendis quas. Libero odio veritatis ratione. Laudantium sint illo aliquam.",NULL,"Female 23yo in Ahmedabad","Paused"
"CAMP772215B92403","Re-contextualized next generation challenge","Instagram","176199.96","2025-03-21","2025-07-18",245708,6051,714,"3.46","246.78","2.4627","Odio porro fugit natus. Alias provident minima quidem.","INFL6E19BFB6EEA2","Female 27yo in Delhi","Cancelled"
"CAMP77817F3837AE","Centralized composite concept","Instagram","562623.24","2025-03-20","2025-06-28",721103,45866,4014,"2.00","140.17","6.3605","Illo quam rerum qui soluta laudantium. Qui maxime hic itaque pariatur maxime.",NULL,"Other 19yo in Mumbai","Active"
"CAMP7795E6591E60","Monitored encompassing superstructure","Facebook","391785.83","2025-08-24","2025-09-03",469491,13400,417,"2.21","939.53","2.8542","Dolore laudantium recusandae corrupti sequi officia. Nemo neque eaque cupiditate ea iste ipsam.",NULL,"Female 20yo in Delhi","Active"
"CAMP7837F98956F4","Ameliorated system-worthy focus group","Facebook","11264.10","2024-11-25","2025-01-14",739533,12979,2522,"1.93","4.47","1.7550","Autem quos eaque pariatur nihil assumenda. Odit nostrum ea exercitationem quaerat.",NULL,"Female 19yo in Ahmedabad","Paused"
"CAMP787344A94AFD","Streamlined incremental Graphical User Interface","TikTok","62641.72","2024-09-20","2024-10-13",267180,312,11,"2.02","5694.70","0.1168","Minima dolores placeat molestiae. Earum nihil eius.",NULL,"Other 19yo in Lucknow","Cancelled"
"CAMP788879B31F63","Cloned dynamic functionalities","Instagram","14141.85","2025-01-29","2025-04-25",853930,79809,3944,"1.53","3.59","9.3461","Maiores in nemo nemo. Suscipit quod quo sint. Placeat accusantium molestias deleniti iure.","INFLB8439E1E8369","Other 24yo in Kolkata","Active"
"CAMP797302B7BB9A","Balanced object-oriented moderator","TikTok","676253.82","2024-11-06","2024-11-19",567703,56661,11255,"1.82","60.08","9.9807","Inventore non doloribus laudantium. Dolore modi eaque veniam earum exercitationem dolor voluptate.",NULL,"Male 25yo in Ahmedabad","Cancelled"
"CAMP799F04065447","Expanded homogeneous emulation","Other","772357.53","2025-03-10","2025-09-09",892933,33427,2655,"4.81","290.91","3.7435","Minus ex quas minus alias. Facere error necessitatibus unde tenetur.",NULL,"Male 26yo in Lucknow","Cancelled"
"CAMP79CC92C0E718","Networked object-oriented interface","Instagram","153576.56","2025-01-29","2025-08-17",959107,75782,7812,"2.90","19.66","7.9013","Architecto consectetur aliquid quos commodi cum. Enim quis numquam repellendus non cumque.","INFL8FD82DA4DF2A","Male 27yo in Pune","Cancelled"
"CAMP7A0DB2027044","Virtual asynchronous encoding","Instagram","445753.61","2025-01-03","2025-09-15",220088,6672,350,"2.93","1273.58","3.0315","Modi ea sed totam iusto. Numquam accusamus quibusdam nulla. Similique nihil explicabo nulla sit.","INFLC3BDC185E03F","Other 20yo in Lucknow","Paused"
"CAMP7A0EAE812F63","Proactive asymmetric algorithm","YouTube","797921.64","2025-04-17","2025-05-13",125514,2564,365,"3.96","2186.09","2.0428","Natus at ex iure. Assumenda recusandae quas voluptatum fugiat odio necessitatibus.","INFL3E9F525FBCFC","Male 29yo in Kolkata","Completed"
"CAMP7AAA7E24770D","Profit-focused methodical conglomeration","TikTok","54156.46","2024-12-11","2025-08-31",87329,7919,1282,"1.24","42.24","9.0680","Deleniti odit voluptatibus. Animi ipsa consequatur eius quam. Ea perferendis ducimus sapiente sit.",NULL,"Other 27yo in Ahmedabad","Active"
"CAMP7B37E3BFCBD6","Expanded high-level hierarchy","Other","78496.60","2025-08-18","2025-09-04",903496,47491,640,"3.65","122.65","5.2564","Facere aspernatur maxime non. Corrupti debitis quae architecto sapiente.",NULL,"Female 21yo in Kolkata","Paused"
"CAMP7B400C390BBB","Triple-buffered mobile hub","Facebook","635207.25","2025-02-16","2025-06-13",810932,12691,2263,"3.44","280.69","1.5650","In fuga dolorum in ab labore.",NULL,"Male 28yo in Mumbai","Active"
"CAMP7B47E9A28EE7","Persistent background website","Other","769561.04","2025-08-13","2025-08-15",712349,29371,1995,"4.28","385.74","4.1231","Commodi sint dicta itaque ipsum amet esse. Laudantium inventore quidem inventore officiis.",NULL,"Female 23yo in Mumbai","Cancelled"
"CAMP7C07C0913C51","Synchronized real-time info-mediaries","Instagram","86333.44","2025-03-20","2025-07-20",67952,1887,312,"1.93","276.71","2.7770","Unde quod mollitia minus. Exercitationem cum dolorum.",NULL,"Other 33yo in Ahmedabad","Completed"
"CAMP7C72ED7A7616","Adaptive eco-centric info-mediaries","Email","997983.01","2025-04-28","2025-08-24",644786,8787,594,"2.62","1680.11","1.3628","Minus molestias nesciunt maxime quidem nostrum cum fuga.",NULL,"Male 19yo in Lucknow","Completed"
"CAMP7D40C0704091","Stand-alone real-time forecast","Other","47988.48","2025-02-21","2025-06-19",700464,6498,926,"3.57","51.82","0.9277","Amet necessitatibus harum. Deleniti modi possimus placeat veritatis voluptate atque.",NULL,"Female 24yo in Bangalore","Paused"
"CAMP7D6D2A0B9471","Networked 24hour success","YouTube","58516.29","2024-12-30","2025-01-10",987911,24952,4254,"1.84","13.76","2.5257","Aperiam et numquam. Ratione dolor iure magnam veritatis sit.",NULL,"Female 27yo in Lucknow","Cancelled"
"CAMP7DCFA06FBB54","Networked didactic hardware","Facebook","592450.45","2024-10-31","2025-04-10",687440,54512,4883,"2.34","121.33","7.9297","Illum id officiis corrupti. Illum labore optio ea.",NULL,"Male 25yo in Ahmedabad","Active"
"CAMP7DD69CE6A4AB","Configurable systemic Graphical User Interface","YouTube","785305.73","2025-09-10","2025-09-15",858899,64848,3709,"4.23","211.73","7.5501","Sunt eaque error dolore.","INFLE426E28954C2","Female 26yo in Pune","Paused"
"CAMP7EC3972B2DDC","Synchronized real-time leverage","TikTok","980141.83","2024-12-13","2025-08-09",30222,1145,116,"1.69","8449.50","3.7886","Vero ea nulla quaerat commodi debitis. Temporibus totam ipsa dolores.",NULL,"Female 28yo in Hyderabad","Paused"
"CAMP7F9BE6792822","Organic 3rdgeneration Local Area Network","Google Ads","515715.06","2024-10-29","2024-11-23",168954,1553,75,"1.67","6876.20","0.9192","Praesentium dolorem blanditiis debitis. Sequi reprehenderit atque amet optio cupiditate iusto.",NULL,"Male 19yo in Ahmedabad","Paused"
"CAMP7FB9035F5422","Mandatory clear-thinking migration","Other","86929.61","2025-02-28","2025-09-05",514556,28430,2760,"3.60","31.50","5.5252","Maiores porro ab optio. Adipisci minus magnam accusantium. Odit officia incidunt.",NULL,"Other 23yo in Chennai","Completed"
"CAMP7FF24BAA5A81","Cloned 6thgeneration frame","Instagram","776550.85","2025-02-18","2025-07-09",998085,94016,4225,"3.94","183.80","9.4196","Temporibus nesciunt aut esse. Voluptate ea consectetur voluptatibus commodi earum.",NULL,"Other 32yo in Hyderabad","Cancelled"
"CAMP8085D96A5FC1","Synergistic stable superstructure","TikTok","601627.69","2025-06-15","2025-06-21",355253,17075,872,"3.27","689.94","4.8064","Incidunt commodi enim eum in dolorum. Dicta excepturi deleniti nulla reprehenderit amet et.",NULL,"Male 35yo in Ahmedabad","Active"
"CAMP80EC8479D8FC","Integrated attitude-oriented extranet","YouTube","715250.07","2025-06-02","2025-06-27",90804,4608,736,"4.12","971.81","5.0747","Ex odit explicabo rem magnam deleniti. Natus neque quos expedita fuga.","INFL3E4918740E32","Female 22yo in Delhi","Paused"
"CAMP81650441EFED","Reverse-engineered asynchronous success","Google Ads","312164.11","2025-05-04","2025-06-06",852841,52554,1544,"4.09","202.18","6.1622","Ratione ab suscipit.",NULL,"Other 26yo in Kolkata","Active"
"CAMP81781B240229","Ergonomic composite groupware","TikTok","776148.27","2025-02-25","2025-08-04",452803,27216,3213,"2.25","241.56","6.0106","Dignissimos a qui quaerat. Vel nam laudantium aut soluta.",NULL,"Other 23yo in Lucknow","Cancelled"
"CAMP828905D41522","Ergonomic neutral alliance","Instagram","280964.43","2025-01-10","2025-01-10",987613,40862,2770,"4.52","101.43","4.1375","Sapiente quis iusto culpa quibusdam. Explicabo consequatur blanditiis magnam earum rerum quis.","INFL1C6F344C5003","Female 27yo in Kolkata","Cancelled"
"CAMP83B431006218","Reverse-engineered heuristic projection","TikTok","590183.97","2025-02-17","2025-02-27",825333,79653,2889,"4.56","204.29","9.6510","Dolor cupiditate quasi. Accusamus veritatis ipsam dolor omnis sequi voluptate aliquid.",NULL,"Male 28yo in Ahmedabad","Cancelled"
"CAMP83FF394D2422","Vision-oriented foreground complexity","Email","34879.36","2025-04-24","2025-08-05",579862,3061,224,"1.33","155.71","0.5279","Animi nobis labore similique. Maiores quos ab ea impedit enim tempore.",NULL,"Other 29yo in Mumbai","Completed"
"CAMP841DCE4468D8","Object-based grid-enabled moratorium","YouTube","596300.88","2025-05-02","2025-09-12",828835,19769,1701,"3.59","350.56","2.3852","Ipsa ex eveniet voluptas nulla.",NULL,"Other 23yo in Jaipur","Cancelled"
"CAMP84BE361078EF","Integrated dedicated leverage","YouTube","705421.46","2025-03-09","2025-06-06",877686,12098,1768,"3.58","398.99","1.3784","Assumenda est sed. Itaque dolor earum recusandae quasi ipsa ipsa. Earum aliquid quibusdam unde.","INFL5F16DFEAE12F","Male 31yo in Kolkata","Completed"
"CAMP84C48AE9CC3C","Fundamental regional budgetary management","Google Ads","805406.06","2025-02-28","2025-09-17",730570,13410,823,"4.60","978.62","1.8356","Eligendi rem repellendus ullam molestiae quos. Et cumque quasi tempora fugiat facilis.",NULL,"Female 34yo in Mumbai","Paused"
"CAMP855D3DDAA7E1","Public-key empowering ability","Facebook","899005.02","2025-06-11","2025-07-18",820606,73684,11875,"3.80","75.71","8.9792","Tempore veritatis placeat quo cupiditate tempora.",NULL,"Female 33yo in Ahmedabad","Paused"
"CAMP85987754758E","Streamlined well-modulated solution","Other","416055.25","2024-09-21","2024-12-24",635033,24196,3705,"1.19","112.30","3.8102","Aperiam accusantium adipisci voluptas consectetur. Optio nihil adipisci dolorem non ut reiciendis.",NULL,"Female 19yo in Pune","Paused"
"CAMP8674DA486FC3","Organic tangible installation","Other","105283.03","2025-05-11","2025-05-24",777863,6559,37,"3.97","2845.49","0.8432","Atque harum explicabo nihil placeat qui excepturi mollitia.",NULL,"Female 21yo in Hyderabad","Paused"
"CAMP87B50FB5553E","Virtual bottom-line model","YouTube","134679.15","2024-10-25","2025-06-03",549245,2511,461,"4.69","292.15","0.4572","Rem ad qui accusantium aut officiis cum. Veniam esse porro nobis quo porro.","INFL48E539A427DA","Male 25yo in Pune","Paused"
"CAMP8899D04D736D","Digitized systemic alliance","Instagram","513684.50","2025-01-31","2025-05-19",183119,15983,2710,"4.82","189.55","8.7282","Mollitia nobis architecto neque. Rem ipsa deleniti nam et quos.","INFL753956D80CBD","Female 20yo in Bangalore","Paused"
"CAMP89801B3DFCB0","Horizontal impactful utilization","Facebook","351574.16","2025-09-10","2025-09-10",235309,13943,244,"1.53","1440.88","5.9254","Facere repellendus doloribus.",NULL,"Female 34yo in Ahmedabad","Cancelled"
"CAMP8BBDFD0EE962","Integrated intangible function","Other","321954.64","2024-11-18","2024-12-27",883064,3120,505,"2.05","637.53","0.3533","Debitis odit eum rem quos ipsum. Corrupti a libero. A voluptates velit quibusdam.",NULL,"Female 20yo in Hyderabad","Cancelled"
"CAMP8C80445776CB","Vision-oriented zero-defect project","YouTube","901867.47","2025-05-07","2025-06-18",888993,34449,5521,"1.46","163.35","3.8751","Fugit possimus explicabo enim at ad.","INFL88AA7234D95A","Male 27yo in Hyderabad","Cancelled"
"CAMP8CA4BE34D296","Reduced background challenge","Email","487176.90","2025-08-07","2025-08-28",628810,10281,137,"3.74","3556.04","1.6350","Quia pariatur maxime odio amet. Eligendi vero excepturi aspernatur quia voluptate at.",NULL,"Other 22yo in Delhi","Completed"
"CAMP8CD33AA56D30","Re-engineered dedicated info-mediaries","Email","299339.64","2025-08-31","2025-09-08",953269,82039,2565,"4.31","116.70","8.6061","Sint consequuntur ratione amet. Quisquam amet odit ipsum iure dolor omnis.",NULL,"Female 33yo in Bangalore","Cancelled"
"CAMP8DC7B680E942","Optimized global neural-net","TikTok","968042.90","2025-01-29","2025-06-25",857185,6608,968,"4.12","1000.04","0.7709","Voluptas iusto facere quidem consequuntur.",NULL,"Female 35yo in Hyderabad","Active"
"CAMP8DF488DA7073","Balanced motivating leverage","Instagram","442469.71","2025-08-27","2025-09-03",947125,13260,804,"1.06","550.34","1.4000","Excepturi nihil dolores inventore incidunt facilis.",NULL,"Other 22yo in Bangalore","Completed"
"CAMP8E92E640CBB6","Optimized zero administration hierarchy","Email","630649.66","2025-07-17","2025-07-31",634936,18843,521,"3.86","1210.46","2.9677","Dolorem mollitia ab at. Dolorem ipsum corporis sit occaecati.",NULL,"Other 21yo in Kolkata","Completed"
"CAMP8ECCB16122FF","Synergistic 5thgeneration installation","TikTok","579873.71","2025-01-07","2025-07-20",593204,46204,2225,"2.17","260.62","7.7889","Veritatis soluta molestias consequuntur quis enim. Repellendus error totam velit quod.",NULL,"Female 34yo in Bangalore","Active"
"CAMP8FE3D5415F7E","Mandatory static neural-net","Facebook","463415.42","2025-06-20","2025-07-11",794264,68692,8184,"2.19","56.62","8.6485","Ratione odit magni. Voluptas veniam dolorem placeat.",NULL,"Male 25yo in Kolkata","Active"
"CAMP9045C00E3781","Cross-platform regional framework","Facebook","728362.69","2025-07-09","2025-09-10",258401,17624,395,"4.60","1843.96","6.8204","Voluptatum culpa facilis quidem. Cupiditate ab animi harum quibusdam perferendis praesentium.",NULL,"Male 34yo in Ahmedabad","Paused"
"CAMP91F0A42242B1","Fundamental incremental monitoring","YouTube","79569.87","2025-05-28","2025-09-02",235210,17706,118,"4.84","674.32","7.5277","Quia est odit minus numquam. Dolorum totam autem fugit saepe.",NULL,"Male 25yo in Jaipur","Completed"
"CAMP921D83FC734C","Upgradable dynamic migration","TikTok","886330.93","2024-12-02","2025-05-08",877938,16115,1781,"4.64","497.66","1.8356","Aliquid culpa perferendis vero incidunt. Voluptatem nisi quos nemo quis.",NULL,"Female 19yo in Bangalore","Completed"
"CAMP92379BF849F9","Horizontal homogeneous algorithm","Instagram","273802.71","2025-06-22","2025-07-14",843798,62317,6036,"4.98","45.36","7.3853","Voluptatibus quasi facere illo. Hic velit cumque eaque et atque magnam.",NULL,"Male 28yo in Hyderabad","Completed"
"CAMP92494C521976","Face-to-face logistical time-frame","Facebook","579566.82","2025-02-28","2025-09-03",217841,8395,659,"2.91","879.46","3.8537","Doloribus nulla quod. Doloremque aliquid voluptatum quam recusandae iure. Tempore autem maxime.",NULL,"Female 21yo in Pune","Active"
"CAMP9320B95B1A07","Organic static Internet solution","Instagram","499669.11","2024-10-21","2025-02-23",856364,49446,1346,"1.99","371.23","5.7739","Quo est recusandae omnis rem velit ut. Molestiae minus iure beatae ipsa excepturi expedita nisi.","INFLC632DF457665","Male 31yo in Hyderabad","Cancelled"
"CAMP93C0CA33B5D1","Vision-oriented local software","Google Ads","901201.21","2024-09-19","2025-08-04",586541,53165,809,"3.87","1113.97","9.0642","Deserunt facilis veniam in quia assumenda quibusdam. Animi suscipit quos labore eius.",NULL,"Male 35yo in Delhi","Completed"
"CAMP9446C8315344","Cross-platform bottom-line monitoring","Facebook","921104.83","2025-06-07","2025-06-20",460830,25076,1352,"1.68","681.29","5.4415","Nam dignissimos harum facilis sed.",NULL,"Female 18yo in Hyderabad","Active"
"CAMP94506F961DB5","Horizontal eco-centric ability","Email","596003.18","2025-01-27","2025-06-07",489094,17147,506,"2.23","1177.87","3.5059","Fuga id vitae architecto. Harum unde voluptas culpa.",NULL,"Other 35yo in Chennai","Cancelled"
"CAMP9557FC6FD59A","Re-engineered user-facing policy","YouTube","493161.10","2025-01-15","2025-08-07",585346,26652,2028,"4.50","243.18","4.5532","Iure est alias eius. Earum blanditiis voluptate consequatur expedita.",NULL,"Male 31yo in Mumbai","Completed"
"CAMP95B3BE5D090E","Configurable modular adapter","Other","452609.16","2025-02-19","2025-07-05",987984,17467,257,"1.80","1761.13","1.7679","Repellat officiis voluptatem perferendis reiciendis ratione magni.",NULL,"Female 23yo in Jaipur","Cancelled"
"CAMP9619CAAC96F0","Synchronized didactic migration","Email","418585.91","2025-09-04","2025-09-10",811014,72455,1895,"2.33","220.89","8.9339","Pariatur quidem dicta id. Exercitationem fugit optio nam.
Vel ea eum quis qui fugiat adipisci.",NULL,"Female 35yo in Bangalore","Paused"
"CAMP963D076FD00D","Reverse-engineered well-modulated system engine","Instagram","609894.80","2024-11-26","2024-12-14",668602,34719,1145,"3.96","532.66","5.1928","Quae dignissimos magni eos voluptatibus cum inventore hic.",NULL,"Other 32yo in Chennai","Completed"
"CAMP96E7DBCCAF11","Centralized high-level alliance","TikTok","290347.20","2025-03-04","2025-06-25",761568,9393,639,"1.12","454.38","1.2334","Officiis modi ab. Eligendi saepe voluptatem quos impedit quasi eveniet inventore.",NULL,"Male 21yo in Hyderabad","Cancelled"
"CAMP98418BD1DC03","Compatible bottom-line contingency","TikTok","250119.04","2025-07-26","2025-08-07",41014,3226,262,"2.49","954.65","7.8656","Temporibus quod quasi aliquam quos ipsam sit. Eveniet ipsam dicta aspernatur.",NULL,"Other 32yo in Jaipur","Completed"
"CAMP98F9E8149EBC","Implemented empowering functionalities","Google Ads","115906.31","2024-11-08","2025-01-04",176162,7713,178,"3.36","651.16","4.3784","Qui vero adipisci aperiam officiis. Odit cupiditate nostrum excepturi ducimus cum.",NULL,"Male 31yo in Chennai","Completed"
"CAMP991E2288AD26","Vision-oriented fresh-thinking help-desk","Facebook","782283.87","2025-07-19","2025-08-31",509537,15768,2571,"3.17","304.27","3.0946","Hic sunt iure error officiis qui. Nihil totam quia blanditiis incidunt dolorem sed.",NULL,"Male 30yo in Hyderabad","Cancelled"
"CAMP993234DCBD67","Robust methodical ability","YouTube","749120.92","2025-05-05","2025-07-27",65610,4751,281,"1.90","2665.91","7.2413","Neque fugit provident repellendus. Minus quam nobis omnis et.",NULL,"Female 29yo in Bangalore","Cancelled"
"CAMP997A751CC848","Cloned bandwidth-monitored service-desk","Email","920450.77","2024-11-23","2025-07-23",866106,49446,4134,"1.61","222.65","5.7090","Ducimus rerum soluta id. Reiciendis incidunt animi inventore asperiores.",NULL,"Other 30yo in Kolkata","Completed"
"CAMP99EE544A8507","Configurable asynchronous infrastructure","Google Ads","630320.41","2025-07-23","2025-08-18",774493,63420,1695,"3.56","371.87","8.1886","Nesciunt incidunt vel nihil iure deleniti molestias quis. Iusto quibusdam et.",NULL,"Male 21yo in Jaipur","Active"
"CAMP9A0E24D92B69","Self-enabling object-oriented artificial intelligence","YouTube","850858.16","2025-07-10","2025-07-26",833353,42379,3819,"2.74","222.80","5.0854","Id quidem porro dolorum dolores neque nisi. Voluptatum labore reprehenderit dolores.","INFL4D14E5636CF8","Other 32yo in Lucknow","Cancelled"
"CAMP9A871CB43616","Open-architected client-server info-mediaries","Facebook","480364.23","2025-01-13","2025-07-17",811348,55102,2464,"3.70","194.95","6.7914","Ducimus animi autem corporis quam suscipit molestiae repudiandae. Sapiente libero tempora.",NULL,"Male 33yo in Lucknow","Active"
"CAMP9AEEF904B859","Pre-emptive zero-defect system engine","Instagram","788263.74","2025-07-29","2025-09-12",185483,10500,1947,"2.69","404.86","5.6609","Explicabo temporibus ut ex quisquam nisi quos quia.
Pariatur ut veniam fuga doloribus blanditiis.","INFL54636D651176","Male 29yo in Hyderabad","Cancelled"
